system   I             system.c:245  al_install_system                [   0.00048] Allegro version: 5.1.12 (WIP)
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17164] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.17165] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.17166] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.17168] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.17169] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17182] added dtor for object 06CC3EA8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.17226] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.17229] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17312] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17314] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17319] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17321] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17323] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17324] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17326] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17327] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17328] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.17329] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.17330] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.17331] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.17332] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17351] added dtor for object 06CC3BD8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.17434] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.17436] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17512] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17513] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17514] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17515] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17517] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17518] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17519] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17520] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17521] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.17522] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.17523] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.17524] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.17525] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17540] added dtor for object 06CC2AF8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.17584] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.17586] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17663] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17664] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17666] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17667] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17668] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17669] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17670] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17671] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17672] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.17673] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.17675] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.17676] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.17677] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17692] added dtor for object 06CC4010, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.17735] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.17737] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17808] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17809] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17810] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17812] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17813] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17814] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17815] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17816] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17817] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.17818] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.17820] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.17821] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.17822] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17835] added dtor for object 06CC2DC8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.17881] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.17883] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17955] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17956] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17957] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17958] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17959] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17960] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17961] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17962] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.17963] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.17964] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.17965] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.17966] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.17968] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17980] added dtor for object 06CC4178, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.18021] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.18023] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18095] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18097] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18099] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18100] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18101] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18102] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18103] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18104] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18105] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.18106] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.18107] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.18108] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.18110] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.18124] added dtor for object 06CC37A0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.18167] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.18169] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18246] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18248] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18249] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18250] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18252] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18253] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18254] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18255] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18256] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.18257] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.18258] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.18260] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.18261] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.18272] added dtor for object 06CC34D0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.18310] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.18313] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18386] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18388] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18389] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18390] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18391] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18392] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18393] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18394] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18395] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.18396] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.18398] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.18399] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.18401] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.18415] added dtor for object 06CC2558, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.18457] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.18459] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18529] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18531] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18532] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18533] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18534] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18535] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18537] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18538] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18539] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.18540] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.18541] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.18542] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.18544] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.18556] added dtor for object 06CC3368, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.18598] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.18600] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18669] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18671] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18672] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18673] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18674] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18675] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18677] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18678] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18679] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.18680] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.18681] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.18682] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.18684] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.18697] added dtor for object 06CC2F30, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.18737] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.18739] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18815] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18817] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18818] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18819] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18820] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18821] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18822] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18823] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18824] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.18825] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.18826] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.18827] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.18828] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.18841] added dtor for object 06CC3908, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.18883] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.18885] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18953] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18955] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18956] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18957] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18958] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18959] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18960] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18961] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.18962] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.18963] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.18964] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.18966] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.18967] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.18980] added dtor for object 06CC3200, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.19022] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.19024] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19096] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19098] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19099] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19100] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19101] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19102] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19103] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19105] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19106] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.19107] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.19108] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.19109] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.19111] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19124] added dtor for object 06CC2828, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.19174] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.19176] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19249] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19251] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19252] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19254] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19255] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19256] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19257] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19258] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19259] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.19260] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.19261] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.19263] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.19264] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19278] added dtor for object 06CC3638, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.19325] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.19327] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19405] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19406] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19408] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19409] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19410] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19411] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19412] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19413] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19414] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.19415] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.19416] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.19418] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.19419] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19430] added dtor for object 06CC42E0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.19471] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.19474] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19542] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19543] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19545] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19546] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19547] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19548] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19549] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19550] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19551] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.19552] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.19553] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.19555] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.19556] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19569] added dtor for object 06CC26C0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.19608] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.19610] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19679] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19680] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19681] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19682] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19683] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19684] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19685] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19686] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19687] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.19688] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.19689] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.19691] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.19692] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19705] added dtor for object 06CC3D40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.19744] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.19746] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19816] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19818] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19819] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19821] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19822] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19823] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19824] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19825] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19827] Fake format
